,society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score,area_ratio
2088,independent,1.3,11555,3,3,1,2.0,North,house,sector 9,1287.0,900.0,1,0,0,0,0,old property,15,1,34,300.0
2089,independent,1.3,11556,3,3,1,1.0,East,house,sector 9,1287.0,900.0,1,0,0,0,0,,0,1,34,300.0
2090,independent,0.6,10753,2,2,1,1.0,North-East,house,sector 9,638.352,446.40000000000003,1,0,0,0,0,old property,5,1,27,223.20000000000002
2091,Sector 14 RWA,6.5,20635,4,4,3+,2.0,,house,sector 14,3603.6,2520.0,1,0,0,0,0,old property,0,1,32,630.0
2093,independent,1.0,11111,3,4,2,2.0,,house,sector 5,1029.6,720.0,1,0,0,0,0,relatively new,0,1,34,240.0
2095,independent,0.35,9722,2,2,1,2.0,South-East,house,sector 9,411.84,288.0,1,0,0,0,0,,0,1,0,144.0
2098,Ansal Celebrity Homes,5.2,10000,4,5,2,1.0,,house,sector 2,5720.0,4000.0,1,0,0,0,0,,0,1,61,1000.0
2099,independent,0.4,8889,1,1,0,1.0,,house,sector 3a,514.8,360.0,1,0,0,0,0,old property,0,1,34,360.0
2100,Shri Shyam Residency,0.62,12400,3,3,1,2.0,,house,sector 104,686.4,480.0,0,0,0,0,1,old property,6,0,49,160.0
2104,independent,1.5,14245,2,3,2,1.0,North,house,sohna,1204.632,842.4000000000001,0,1,0,1,0,New Property,66,2,0,421.20000000000005
2105,independent,2.25,6367,3,5,3+,10.0,South,house,sector 103,2860.0,2000.0,1,0,0,0,0,,0,1,0,666.6666666666666
2106,independent,13.5,32617,5,6,3+,4.0,North-East,house,sector 25,4138.992,2894.4,0,0,0,0,1,,44,2,45,578.88
2108,mian wali,1.7,9444,1,1,1,1.0,,house,sector 12,2059.2,1440.0,0,0,1,0,0,,4,1,32,1440.0
2109,independent,0.45,5000,3,2,1,2.0,North-West,house,sector 7,1029.6,720.0,0,0,0,0,1,,4,1,29,240.0
2110,independent,1.2,10122,3,2,1,2.0,North-West,house,sector 9,1355.6399999999999,948.0,1,0,0,0,0,,12,1,34,158.0
2112,Palam Vihar Extension West Zone RWA,0.35,6481,2,2,0,1.0,North-East,house,sector 2,772.1999999999999,540.0,1,0,0,0,0,New Property,0,1,61,270.0
2113,Not Applicable,0.4,9259,1,1,1,1.0,,house,sector 3a,494.208,345.6,1,0,0,0,0,old property,0,1,34,345.6
2115,independent,0.32,7111,2,3,1,1.0,North-East,house,sector 8,429.0,300.0,1,0,0,0,0,relatively new,0,1,0,150.0
2116,independent,0.47,8012,2,1,1,1.0,East,house,sector 3a,713.856,499.20000000000005,0,0,0,0,0,old property,0,1,34,249.60000000000002
2118,Madan puri,0.75,12500,3,5,3,3.0,South-East,house,sector 7,686.4,480.0,1,0,0,0,0,old property,0,1,24,160.0
2119,independent,0.38,8444,2,2,1,1.0,,house,sector 24,514.8,360.0,1,0,0,0,0,old property,0,1,32,180.0
2120,Indiabulls Centrum Park,3.25,8125,4,3,3+,20.0,,house,sector 103,4576.0,3200.0,1,0,0,0,0,,0,1,50,800.0
2121,DLF City Plots Phase 3,1.44,23310,4,2,2,1.0,,house,sector 24,617.76,432.0,1,0,0,0,0,,5,1,37,108.0
2122,Naman Residency,0.5,11111,2,2,2,2.0,West,house,sector 3a,514.8,360.0,0,1,1,1,1,New Property,10,1,34,180.0
2124,independent,5.5,13095,9,9,3+,3.0,South,house,sector 23a,4804.8,3360.0,0,0,1,0,1,old property,0,2,61,373.3333333333333
2125,Housing Board Colony,5.5,26709,4,3,3,2.0,North,house,sector 28,2059.2,1440.0,0,0,0,1,1,,14,2,37,360.0
2126,independent,0.8,11852,2,3,1,2.0,,house,sector 3a,772.1999999999999,540.0,1,0,0,0,0,old property,0,1,34,108.0
2128,independent,4.3,25622,3,4,2,2.0,,house,sector 47,1678.248,1173.6000000000001,0,0,0,0,1,old property,0,1,46,195.60000000000002
2131,independent,0.38,8444,1,1,1,1.0,North-West,house,sector 3,514.8,360.0,1,0,0,0,0,old property,1,1,34,360.0
2132,independent,3.71,19818,3,3,1,4.0,,house,sector 12,2141.568,1497.6000000000001,0,0,0,1,0,old property,0,1,32,499.20000000000005
2133,DLF City Plot Phase 4,13.0,1992,10,10,3+,1.0,,house,sector 28,10367.5,7250.0,1,0,0,0,0,,0,1,37,725.0
2134,independent,0.4,7619,2,2,1,1.0,,house,sector 2,750.75,525.0,1,0,0,0,0,relatively new,0,1,0,262.5
2136,independent,1.55,14720,2,3,2,1.0,North,house,sohna,1204.632,842.4000000000001,0,1,0,1,0,New Property,35,2,0,421.20000000000005
2138,independent,0.38,5905,2,2,2,1.0,,house,sector 9,643.5,450.0,1,0,0,0,0,,0,1,0,225.0
2139,Unitech Escape,12.0,25900,5,6,3+,3.0,East,house,sector 50,4633.2,3240.0,1,0,0,0,0,,0,1,52,648.0
2140,independent,1.0,6667,1,1,0,1.0,,house,sector 5,1716.0,1200.0,1,0,0,0,0,,0,1,61,1200.0
2141,independent,1.15,12777,2,2,3,4.0,North,house,sector 7,1287.0,900.0,1,0,0,0,0,,0,1,24,450.0
2142,independent,0.7,6648,3,3,0,1.0,,house,sector 3a,1204.632,842.4000000000001,1,0,0,0,0,,0,1,0,280.8
2143,Shivaji Nagar Residential,3.08,11407,6,4,2,1.0,,house,sector 11,3088.7999999999997,2160.0,1,0,0,0,0,,0,1,32,360.0
2144,independent,2.95,20233,2,2,0,1.0,North,house,sector 56,1667.952,1166.4,1,0,0,0,0,,0,1,50,583.2
2145,Vatika India Next,6.5,20062,4,3,0,2.0,,house,sector 82,4617.327,3228.9,1,0,0,0,0,,0,1,41,807.225
2146,independent,1.45,8000,3,2,1,1.0,North,house,sector 28,1287.0,900.0,1,0,0,0,0,relatively new,0,1,21,300.0
2149,independent,0.5,5555,2,1,2,1.0,,house,sohna road,1029.6,720.0,1,0,0,0,0,old property,0,1,46,360.0
2150,independent,0.29,3254,2,1,0,0.0,West,house,sector 17,1019.3040000000001,712.8000000000001,1,0,0,0,0,,0,1,0,356.40000000000003
2151,"Nirmal Enclave, Maruti Kunj Road",0.24,5333,2,2,0,2.0,North,house,sector 11,514.8,360.0,1,0,0,0,0,relatively new,0,1,0,180.0
2152,Ansals Palam Vihar,5.0,12500,6,4,0,3.0,,house,sector 2,4576.0,3200.0,1,0,0,0,0,,0,1,0,533.3333333333334
2153,independent,1.8,8078,8,5,2,1.0,South,house,sector 24,3186.04,2228.0,1,0,0,0,0,,0,1,0,278.5
2154,independent,0.44,4251,3,2,1,1.0,,house,sector 11,1480.05,1035.0,0,0,0,1,1,relatively new,29,1,0,345.0
2156,independent,0.48,3519,3,4,0,3.0,,house,sector 3a,1544.3999999999999,1080.0,1,0,0,0,0,,0,1,0,360.0
2159,Satya The Hermitage,3.15,6702,4,5,0,12.0,East,house,sector 103,5376.8,3760.0,1,0,0,0,0,,0,1,50,940.0
2161,independent,4.75,10556,6,7,0,4.0,,house,sector 2,5148.0,3600.0,1,0,0,0,0,,0,1,0,600.0
2162,independent,0.74,7400,3,3,0,2.0,,house,sector 105,1144.0,800.0,1,0,0,0,0,,0,1,0,266.6666666666667
2163,independent,0.4,8000,2,1,0,1.0,South,house,sector 5,429.0,300.0,1,0,0,0,0,,0,1,0,150.0
2165,independent,0.69,9103,1,1,1,2.0,,house,sector 7,715.0,500.0,1,0,0,0,0,,0,1,35,500.0
2166,independent,13.0,39957,6,8,3+,,,house,sector 25,3253.536,2275.2000000000003,0,1,1,1,0,relatively new,0,0,34,379.20000000000005
2168,independent,3.35,23577,1,1,0,1.0,East,house,sector 43,1420.848,993.6,1,0,0,0,0,,9,1,42,993.6
2169,independent,7.0,28328,3,2,0,1.0,,house,sector 50,2471.04,1728.0,1,0,0,0,0,,0,1,0,576.0
2170,independent,0.6,6000,1,1,0,1.0,,house,sector 3a,1144.0,800.0,1,0,0,0,0,,0,1,34,800.0
2173,independent,0.55,7333,1,1,0,1.0,,house,sector 3a,858.0,600.0,1,0,0,0,0,,0,1,34,600.0
2174,independent,0.7,8101,2,2,0,2.0,North,house,sector 28,988.416,691.2,1,0,0,0,0,,3,1,14,172.8
2175,independent,6.25,6944,3,3,0,1.0,,house,sohna road,1144.0,800.0,1,0,0,0,0,old property,0,1,46,266.6666666666667
2176,independent,0.49,4260,2,2,1,3.0,,house,sohna road,1315.6,920.0,1,0,0,0,0,New Property,0,1,46,460.0
2180,Suncity Avenue 76,0.75,10067,2,2,2,11.0,North-East,house,sector 76,852.28,596.0,1,0,0,0,0,New Property,26,1,34,298.0
2182,Not Applicable,0.65,13000,2,1,1,3.0,East,house,sector 3a,572.0,400.0,1,0,0,0,0,old property,3,1,34,200.0
2183,independent,11.0,25264,8,11,3+,3.0,East,house,sector 24,4354.064,3044.8,0,1,1,1,1,,30,2,0,380.6
2184,Adani Brahma Samsara,18.02,24651,9,12,3+,3.0,North-East,house,sector 60,7310.16,5112.0,0,0,1,0,0,relatively new,108,2,52,568.0
2185,independent,1.9,30756,3,3,3+,3.0,,house,sector 43,617.76,432.0,1,0,0,0,0,,0,0,33,144.0
2189,independent,0.7,7777,1,1,0,1.0,,house,sector 2,1029.6,720.0,1,0,0,0,0,,0,1,61,720.0
2190,independent,9.9,38462,2,2,2,3.0,North,house,sector 24,2574.0,1800.0,1,0,0,0,0,,0,1,34,900.0
2192,independent,2.15,13030,1,1,0,1.0,,house,sector 43,1887.6,1320.0,1,0,0,0,0,,0,1,42,1320.0
2196,independent,0.65,14029,3,3,2,3.0,East,house,sector 28,463.32,324.0,1,0,0,0,0,,8,1,0,108.0
2197,Nitin Vihar,0.85,9444,3,2,0,1.0,West,house,sector 33,1029.6,720.0,1,0,0,0,0,relatively new,13,1,32,240.0
2200,independent,0.55,6813,2,1,1,1.0,,house,sector 3a,923.4654,645.7800000000001,1,0,0,0,0,old property,0,1,34,322.89000000000004
2201,independent,6.5,15046,3,2,3+,,,house,sector 7,4942.08,3456.0,1,0,0,0,0,,9,1,24,1152.0
2202,independent,1.39,11583,2,2,1,3.0,North-East,house,sector 28,1716.0,1200.0,0,0,0,0,0,,24,1,37,600.0
2203,independent,0.7,6034,3,3,0,1.0,North-East,house,sector 12,1327.04,928.0,1,0,0,0,0,relatively new,16,1,61,309.3333333333333
2204,independent,4.0,17778,5,5,2,3.0,,house,sector 43,2574.0,1800.0,0,1,0,0,0,relatively new,18,1,42,360.0
2205,independent,12.5,35499,6,5,3,4.0,East,house,sector 50,3521.232,2462.4,0,1,1,1,0,old property,18,2,46,410.40000000000003
2208,independent,2.9,10740,7,7,3,2.0,South-West,house,sector 12,3088.7999999999997,2160.0,1,0,0,0,0,,3,1,32,308.57142857142856
2209,Palam Vihar Extension West Zone RWA,0.4,4444,3,4,2,2.0,West,house,sector 2,1029.6,720.0,1,0,0,0,0,old property,18,1,61,120.0
2210,cloudnine cottages,5.5,48077,3,3,0,1.0,,house,sohna road,1144.0,800.0,1,0,0,0,0,old property,0,1,46,266.6666666666667
2211,SS Aaron Ville,6.75,19737,5,4,2,2.0,North,house,sector 49,3912.48,2736.0,0,1,1,0,0,,48,1,27,547.2
2213,independent,0.7,7007,2,3,1,1.0,North,house,sector 5,1142.856,799.2,0,0,0,1,0,relatively new,14,1,53,399.6
2214,independent,8.1,30852,5,5,2,4.0,East,house,sector 26,2625.48,1836.0,1,0,0,0,0,,29,1,45,367.2
2215,International City by SOBHA Phase 2,7.0,12963,4,4,3+,2.0,West,house,sector 109,6177.599999999999,4320.0,1,0,0,0,0,relatively new,81,2,51,1080.0
2216,Palam Vihar Extension West Zone RWA,0.65,5777,2,2,1,1.0,North,house,sector 2,1287.0,900.0,0,0,0,0,0,old property,18,1,61,450.0
2218,DLF City Plots Phase 2,15.5,29989,5,6,3+,3.0,East,house,sector 25,5168.592,3614.4,0,1,1,1,0,old property,111,1,45,722.88
2221,DLF City Plots Phase 4,9.54,25738,6,5,3+,3.0,North,house,sector 28,3706.56,2592.0,0,1,1,1,0,New Property,118,1,37,432.0
2222,DLF City Plots Phase 2,10.55,34156,5,6,3+,3.0,East,house,sector 25,3088.7999999999997,2160.0,0,1,1,1,0,old property,97,1,45,432.0
2225,independent,18.9,36567,6,8,2,3.0,North-East,house,sector 26,5168.592,3614.4,0,1,1,1,0,relatively new,86,2,45,602.4
2226,independent,9.0,24281,8,5,3+,3.0,,house,sector 41,3706.56,2592.0,0,0,1,1,0,,22,2,47,324.0
2228,independent,2.15,23889,3,3,3,3.0,,house,sector 40,1029.6,720.0,0,1,0,1,0,old property,33,1,39,240.0
2229,independent,2.25,25000,2,3,3+,3.0,North-West,house,sector 51,1029.6,720.0,1,0,0,0,0,relatively new,39,1,40,120.0
2231,Nirvana Cedar Crest,3.99,8866,4,5,3+,4.0,North-East,house,sector 50,5148.0,3600.0,0,0,1,1,0,New Property,81,1,49,900.0
2233,DLF City Plots Phase 2,6.5,31566,5,5,3+,3.0,East,house,sector 25,2059.2,1440.0,0,1,1,1,0,,102,2,45,288.0
2234,International City by SOBHA Phase 2,7.0,11240,5,5,3+,2.0,South,house,sector 109,7124.832,4982.400000000001,0,0,1,0,0,relatively new,101,1,51,996.4800000000001
2235,Birla Navya,3.85,15437,3,3,3+,4.0,,house,sector 63a,3566.4199999999996,2494.0,0,0,1,0,0,New Property,123,2,33,831.3333333333334
2236,Vatika Signature Villas,3.2,14351,3,4,3,1.0,,house,sector 82,2471.04,1728.0,0,1,1,1,0,New Property,38,1,9,576.0
2238,independent,8.9,28814,4,4,3+,2.0,South-East,house,sector 26,3088.7999999999997,2160.0,0,1,1,1,0,,67,1,45,540.0
2242,International City by SOBHA Phase 2,9.5,23067,5,5,3+,2.0,South,house,sector 109,4118.4,2880.0,0,1,1,1,0,relatively new,105,1,51,576.0
2243,independent,4.15,18444,5,4,2,2.0,North-West,house,sector 14,2574.0,1800.0,1,0,0,0,0,,36,2,32,360.0
2244,independent,2.9,11600,4,4,3,2.0,,house,sector 23,2860.0,2000.0,0,0,1,0,0,relatively new,36,2,61,500.0
2245,Emaar MGF Marbella,12.0,33300,5,6,3+,4.0,North-East,house,sector 66,3603.6,2520.0,0,0,1,1,0,New Property,23,1,43,504.0
2246,independent,11.0,29677,4,4,2,3.0,East,house,sector 41,3706.56,2592.0,0,1,1,1,0,New Property,26,1,47,648.0
2247,Central Park Flower Valley Cerise Floors,1.35,11157,2,2,2,4.0,East,house,sector-33 sohna,1384.24,968.0,0,1,0,0,0,New Property,88,0,40,484.0
2250,DLF City Plots,19.0,36760,6,6,3,2.0,East,house,sector 26,5168.592,3614.4,0,1,1,0,0,relatively new,93,2,44,602.4
2251,independent,7.3,1560,9,9,2,3.0,North-West,house,sector 25,7436.0,5200.0,0,0,1,0,0,relatively new,80,2,45,577.7777777777778
2252,independent,5.6,20741,6,4,3,3.0,East,house,sector 55,3088.7999999999997,2160.0,0,0,1,0,0,,30,2,50,360.0
2253,independent,2.55,13178,3,3,2,3.0,,house,sector 43,2213.64,1548.0,1,0,0,0,0,relatively new,47,2,37,516.0
2254,independent,2.4,12000,3,3,2,2.0,North-East,house,sector 23,2288.0,1600.0,0,0,0,1,0,old property,28,1,61,533.3333333333334
2255,Vipul Tatvam Villa,18.5,23102,4,4,1,1.0,,house,sector 48,8008.0,5600.0,1,0,0,0,0,old property,30,1,37,1400.0
2257,independent,1.7,18888,2,1,2,2.0,East,house,sector 10a,1029.6,720.0,0,0,0,0,1,,5,1,14,360.0
2259,independent,4.6,21296,3,3,3+,2.0,North,house,sector 55,2471.04,1728.0,0,0,1,1,0,,26,2,37,576.0
2260,Ansal API Spanish Court,2.9,18626,4,4,3,2.0,North,house,sector 2,1930.5,1350.0,0,0,0,0,0,relatively new,41,2,61,337.5
2261,independent,27.5,24366,6,7,3+,3.0,North-East,house,sector 43,12911.184000000001,9028.800000000001,0,1,1,1,1,relatively new,32,2,42,1504.8000000000002
2263,independent,8.31,24171,5,6,3+,4.0,North-East,house,sector 57,3933.072,2750.4,0,1,1,1,0,,26,1,32,550.08
2264,independent,6.21,23000,6,6,3+,4.0,North-East,house,sector 57,3088.7999999999997,2160.0,0,1,1,1,0,,26,1,32,360.0
2265,independent,7.35,25959,6,4,3+,3.0,North-East,house,sector 45,2831.4,1980.0,0,1,1,1,0,,40,2,39,330.0
2266,DLF City Plots Phase 2,4.5,29138,2,3,2,3.0,,house,sector 25,1544.3999999999999,1080.0,0,0,0,1,0,,15,1,45,216.0
2267,independent,6.5,31566,4,3,3,3.0,,house,sector 25,2059.2,1440.0,0,1,0,1,0,old property,8,1,45,360.0
2271,Ireo Victory Valley,8.0,22222,6,7,3+,51.0,North-East,house,sector 67,4118.4,2880.0,0,1,1,1,0,old property,35,2,42,480.0
2274,Ansals Palam Vihar,2.75,17662,3,3,3,2.0,,house,sector 2,1781.208,1245.6000000000001,0,1,0,1,0,old property,13,2,61,415.20000000000005
2275,DLF City Plots,18.0,34826,6,6,2,3.0,North,house,sector 26,5168.592,3614.4,0,0,1,1,1,,35,2,44,602.4
2276,DLF City Plots,17.0,32891,5,6,3,2.0,North-West,house,sector 26,5168.592,3614.4,0,0,1,1,0,,70,2,44,722.88
2277,DLF City Plots,13.5,26119,5,5,3,2.0,East,house,sector 26,5168.592,3614.4,0,1,1,1,0,,94,2,44,722.88
2281,International City by SOBHA Phase 2,6.25,11574,4,4,3+,2.0,East,house,sector 109,6177.599999999999,4320.0,0,0,1,0,0,relatively new,105,1,51,1080.0
2282,independent,10.55,28463,5,5,3,2.0,,house,sector 50,3706.56,2592.0,0,1,1,0,0,old property,35,1,49,518.4
2283,Smart World Orchard,2.01,13000,3,3,3,4.0,North,house,sector 61,1772.056,1239.2,1,0,0,0,0,relatively new,117,1,51,413.06666666666666
2284,independent,3.25,22429,4,4,3+,3.0,,house,sector 31,1657.656,1159.2,0,1,1,1,0,old property,21,2,32,289.8
2285,Bptp Visionnaire,6.0,22222,5,4,3,3.0,North-East,house,sector 70a,3088.7999999999997,2160.0,0,1,0,0,0,New Property,26,1,29,432.0
2286,independent,5.25,27195,4,4,3+,2.0,East,house,sector 24,1930.5,1350.0,0,0,1,1,0,relatively new,47,2,37,337.5
2287,DLF City Plots,26.0,50005,6,7,3+,2.0,North-East,house,sector 26,5199.48,3636.0,0,1,1,1,1,New Property,106,2,44,606.0
2289,Unitech Espace,10.45,28193,5,7,3+,3.0,,house,sector 50,3706.56,2592.0,0,1,1,1,1,old property,120,2,49,518.4
2291,independent,2.95,15989,4,4,3+,2.0,North-West,house,sector 2,2110.68,1476.0,1,0,0,0,0,,13,1,61,369.0
2293,independent,1.15,19360,3,3,2,2.0,South-East,house,sector 2,679.5360000000001,475.20000000000005,1,0,0,0,0,,19,2,61,158.4
2295,DLF City Plots,13.5,26119,5,5,2,2.0,East,house,sector 26,5168.592,3614.4,0,1,1,0,1,old property,80,2,44,722.88
2296,nul,15.0,23437,5,5,3,2.0,West,house,sector 25,7321.599999999999,5120.0,0,1,1,1,0,old property,92,2,45,1024.0
2297,independent,5.5,2716,8,7,3+,3.0,East,house,sector 43,3217.5,2250.0,0,1,1,1,1,old property,96,2,42,281.25
2298,independent,18.0,34826,5,4,3+,4.0,North,house,sector 26,5168.592,3614.4,0,1,1,1,0,old property,81,2,45,722.88
2299,independent,5.8,28166,4,3,2,2.0,East,house,sector 26,2059.2,1440.0,0,0,0,0,0,relatively new,16,1,45,360.0
2300,SS Hibiscus,12.5,28566,4,4,3+,2.0,West,house,sector 50,4375.8,3060.0,0,1,1,0,0,relatively new,124,0,35,765.0
2301,DLF Floors Phase 3,3.51,12342,4,4,3,4.0,East,house,sector 24,3253.536,2275.2000000000003,0,1,1,1,0,,123,2,45,568.8000000000001
2302,independent,3.5,15555,6,5,2,3.0,North-East,house,sector 5,2345.2,1640.0,0,1,1,1,1,,123,0,34,273.3333333333333
2303,International City by SOBHA Phase 2,9.4,22824,5,6,3+,2.0,North-East,house,sector 109,4118.4,2880.0,0,1,1,1,0,relatively new,113,2,51,576.0
2304,Unitech Espace,10.3,27789,5,6,3+,3.0,East,house,sector 50,3706.56,2592.0,0,1,1,1,0,old property,124,2,44,518.4
2308,Bptp Visionnaire,4.6,17624,4,4,3+,3.0,North,house,sector 70a,2985.8399999999997,2088.0,0,1,1,1,0,old property,81,1,29,522.0
2309,DLF City Plots,12.5,33724,4,5,2,2.0,North-East,house,sector 26,3706.56,2592.0,0,1,1,0,0,old property,90,2,44,648.0
2310,independent,16.0,31080,5,6,3,2.0,North-East,house,sector 26,5148.0,3600.0,1,0,0,0,0,,0,1,45,720.0
2311,independent,12.5,33724,5,5,3+,2.0,North,house,sector 26,3706.56,2592.0,0,1,1,1,0,,65,2,45,518.4
2313,independent,10.0,26979,6,6,3+,4.0,North-East,house,sector 45,3706.56,2592.0,0,1,1,1,0,old property,50,2,39,432.0
2315,independent,6.75,24281,3,3,3,2.0,North-East,house,sector 26,2779.92,1944.0,1,0,0,0,0,old property,16,1,45,648.0
2316,independent,2.5,16056,4,4,2,4.0,West,house,sector 2,1781.208,1245.6000000000001,1,0,0,0,0,,17,1,61,311.40000000000003
2317,DLF New Town Heights 2,2.47,7718,4,4,3+,,West,house,sector 86,3146.0,2200.0,0,0,1,1,0,old property,104,2,31,550.0
2319,Ansal Sushant Residency,4.6,17037,6,6,3,3.0,East,house,sector 57,3088.7999999999997,2160.0,0,1,1,1,0,,85,0,40,360.0
2320,Ansals Florence Villa,3.65,10579,6,6,2,3.0,North-West,house,sector 57,3946.7999999999997,2760.0,0,1,1,1,0,old property,115,0,42,460.0
2321,independent,12.0,36883,4,5,3+,4.0,East,house,sector 28,3253.536,2275.2000000000003,0,0,1,1,0,relatively new,42,2,37,568.8000000000001
2322,independent,4.5,15625,8,8,3,3.0,North-East,house,sector 49,3294.72,2304.0,0,1,1,1,0,old property,116,0,40,288.0
2323,Uppal Southend,4.4,15278,6,6,3,3.0,North,house,sector 49,3294.72,2304.0,0,1,1,1,0,old property,94,0,40,384.0
2326,independent,20.0,38850,5,7,3+,3.0,West,house,sector 26,5148.0,3600.0,0,0,1,1,0,relatively new,77,0,45,720.0
2327,DLF South City 1,2.65,18928,3,3,3,4.0,North-East,house,sector 41,2002.0,1400.0,0,0,1,0,0,New Property,17,2,47,466.6666666666667
2328,independent,2.95,10926,4,4,2,4.0,East,house,sector 51,3088.7999999999997,2160.0,0,0,1,0,0,relatively new,35,2,46,540.0
2329,independent,3.6,19608,3,4,3,3.0,North,house,sector 10a,2100.384,1468.8000000000002,0,0,0,1,0,old property,13,1,21,183.60000000000002
2330,independent,6.0,24691,5,6,3+,3.0,East,house,sector 2,2779.92,1944.0,0,1,0,1,1,,28,2,61,388.8
2331,Unitech Espace,11.29,30460,5,5,3+,2.0,,house,sector 50,3706.56,2592.0,0,1,0,1,0,old property,18,1,44,518.4
2332,independent,8.49,27486,3,3,2,4.0,North,house,sector 43,3088.7999999999997,2160.0,0,0,1,1,0,relatively new,13,2,33,720.0
2333,Eldeco Mansionz,6.0,22222,4,4,3+,2.0,East,house,sector 48,3088.7999999999997,2160.0,0,0,1,0,0,old property,61,1,49,540.0
2334,Experion Windchants,9.5,23457,5,5,3,2.0,,house,sector 112,4633.2,3240.0,0,0,1,0,0,relatively new,42,1,40,648.0
2335,independent,19.5,23674,8,9,3+,2.0,North,house,sector 2,8236.8,5760.0,0,1,1,1,0,New Property,75,1,61,720.0
2339,Ansal Sushant Lok,10.5,24397,4,4,2,,North-East,house,sector 43,4303.728,3009.6000000000004,0,0,1,0,0,,53,1,42,752.4000000000001
2340,independent,10.5,25368,5,5,3,3.0,East,house,sector 25,4138.992,2894.4,0,1,1,1,0,old property,29,1,45,578.88
2341,independent,11.58,31242,5,5,3,2.0,,house,sector 50,3706.56,2592.0,0,0,1,0,0,old property,14,1,49,518.4
2342,Ansals Palam Vihar,4.0,16666,4,4,3+,2.0,North-East,house,sector 2,2745.6,1920.0,0,0,1,0,0,old property,0,1,61,480.0
2343,Unitech Aspen Greens,6.8,22091,4,5,3,3.0,West,house,sector 50,3078.218,2152.6,0,1,1,0,0,,94,2,44,538.15
2345,International City by SOBHA Phase 2,8.48,23556,4,6,3+,3.0,North-East,house,sector 109,4118.4,2880.0,0,1,1,1,0,New Property,116,1,51,720.0
2346,International City by SOBHA Phase 2,6.25,10035,5,7,3+,3.0,North-East,house,sector 109,7124.832,4982.400000000001,0,1,1,1,0,relatively new,110,1,51,996.4800000000001
2347,Sushant Lok 1 Builder Floors,10.85,25211,8,8,3,3.0,West,house,sector 43,4303.728,3009.6000000000004,0,1,1,1,0,old property,124,0,42,376.20000000000005
2348,independent,3.6,14815,4,4,3,2.0,North-East,house,sector 91,2779.92,1944.0,1,0,0,0,0,New Property,35,2,5,486.0
2349,Ansals Florence Villa,6.0,22222,4,5,2,2.0,,house,sector 57,3088.7999999999997,2160.0,0,0,1,1,0,,12,2,32,540.0
2350,Vatika The Seven Lamps,1.6,6597,4,4,3+,16.0,North,house,sector 82,2774.2,1940.0,0,0,1,0,0,old property,78,1,42,485.0
2351,Vatika India Next,1.7,7870,3,3,3+,4.0,North-West,house,sector 83,2471.04,1728.0,0,0,1,1,0,New Property,0,1,41,576.0
2353,independent,15.5,24679,5,6,3,3.0,East,house,sector 43,6280.5599999999995,4392.0,0,1,1,1,0,old property,55,1,33,878.4
2354,independent,3.4,15111,3,3,3,1.0,North-West,house,sector 14,2574.0,1800.0,1,0,0,0,0,,21,1,32,600.0
2355,independent,11.25,30352,9,9,3+,2.0,North,house,sector 28,3706.56,2592.0,0,0,1,1,0,old property,85,2,37,288.0
2356,Ansals Florence Villa,3.3,19820,4,3,3+,2.0,East,house,sector 57,1904.76,1332.0,0,1,1,1,0,old property,112,1,42,333.0
2357,independent,5.5,1087,8,8,2,3.0,North-East,house,sector 51,6949.799999999999,4860.0,0,0,0,1,0,relatively new,35,2,49,607.5
2358,independent,8.5,27519,5,5,3,3.0,West,house,sector 43,3088.7999999999997,2160.0,0,0,1,0,0,old property,91,2,42,432.0
2359,independent,8.5,22932,5,4,2,1.0,North-East,house,sector 45,3706.56,2592.0,0,0,1,1,0,old property,35,2,39,518.4
2360,Unitech Nirvana Birch Court,11.95,32240,3,3,2,1.0,West,house,sector 50,3706.56,2592.0,0,1,1,0,0,old property,89,1,44,864.0
2361,Unitech Aspen Greens,12.0,32375,3,4,2,1.0,East,house,sector 50,3706.56,2592.0,0,1,1,0,0,old property,86,2,44,864.0
2362,Ansal Sushant Lok Plots,11.5,17692,7,8,3+,3.0,,house,sector 43,9295.0,6500.0,0,0,1,1,0,,24,2,33,928.5714285714286
2363,independent,15.0,29138,4,4,3,3.0,,house,sector 26,5148.0,3600.0,0,0,1,0,0,old property,29,2,45,900.0
2365,independent,3.2,14222,3,3,2,2.0,,house,sector 4,2574.0,1800.0,1,0,0,0,0,,7,1,34,600.0
2366,independent,5.25,11666,9,9,3+,4.0,East,house,sector 47,6435.0,4500.0,0,0,1,0,0,relatively new,106,2,46,500.0
2368,Bestech Park View Aindependentda,4.35,7937,4,4,3,2.0,North,house,sector 81,6269.12,4384.0,0,0,1,0,0,relatively new,46,1,52,1096.0
2369,independent,3.49,20197,4,4,2,3.0,South-East,house,sector 57,1976.832,1382.4,0,1,1,1,0,old property,35,2,32,345.6
2371,independent,1.64,10123,3,3,2,4.0,South,house,sector 55,1853.28,1296.0,0,1,1,0,0,New Property,43,2,37,432.0
